
###################
Card test (random test) - Adventurer
-- Seed[538] -- Handsize[343] -- Decksize[373]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[539] -- Handsize[289] -- Decksize[416]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[540] -- Handsize[235] -- Decksize[458]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[541] -- Handsize[180] -- Decksize[1]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[542] -- Handsize[126] -- Decksize[43]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[543] -- Handsize[72] -- Decksize[86]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[544] -- Handsize[18] -- Decksize[128]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[545] -- Handsize[464] -- Decksize[171]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[546] -- Handsize[409] -- Decksize[213]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[547] -- Handsize[355] -- Decksize[256]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[548] -- Handsize[301] -- Decksize[298]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[549] -- Handsize[247] -- Decksize[341]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[550] -- Handsize[193] -- Decksize[383]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[551] -- Handsize[138] -- Decksize[426]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[552] -- Handsize[84] -- Decksize[468]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[553] -- Handsize[30] -- Decksize[11]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[554] -- Handsize[476] -- Decksize[53]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[555] -- Handsize[422] -- Decksize[96]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[556] -- Handsize[367] -- Decksize[139]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[557] -- Handsize[313] -- Decksize[181]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[558] -- Handsize[259] -- Decksize[224]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[559] -- Handsize[205] -- Decksize[266]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[560] -- Handsize[151] -- Decksize[309]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[561] -- Handsize[96] -- Decksize[351]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[562] -- Handsize[42] -- Decksize[394]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[563] -- Handsize[488] -- Decksize[436]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[564] -- Handsize[434] -- Decksize[479]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[565] -- Handsize[380] -- Decksize[21]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[566] -- Handsize[325] -- Decksize[64]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[567] -- Handsize[271] -- Decksize[106]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[568] -- Handsize[217] -- Decksize[149]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[569] -- Handsize[163] -- Decksize[191]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[570] -- Handsize[109] -- Decksize[234]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[571] -- Handsize[55] -- Decksize[276]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[572] -- Handsize[0] -- Decksize[319]
#TESTS PASSED: 2, TESTS FAILED: 1
-- Seed[573] -- Handsize[446] -- Decksize[361]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[574] -- Handsize[392] -- Decksize[404]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[575] -- Handsize[338] -- Decksize[446]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[576] -- Handsize[284] -- Decksize[489]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[577] -- Handsize[229] -- Decksize[31]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[578] -- Handsize[175] -- Decksize[74]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[579] -- Handsize[121] -- Decksize[116]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[580] -- Handsize[67] -- Decksize[159]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[581] -- Handsize[13] -- Decksize[201]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[582] -- Handsize[458] -- Decksize[244]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[583] -- Handsize[404] -- Decksize[286]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[584] -- Handsize[350] -- Decksize[329]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[585] -- Handsize[296] -- Decksize[371]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[586] -- Handsize[242] -- Decksize[414]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[587] -- Handsize[187] -- Decksize[457]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[588] -- Handsize[133] -- Decksize[499]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[589] -- Handsize[79] -- Decksize[42]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[590] -- Handsize[25] -- Decksize[84]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[591] -- Handsize[471] -- Decksize[127]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[592] -- Handsize[416] -- Decksize[169]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[593] -- Handsize[362] -- Decksize[212]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[594] -- Handsize[308] -- Decksize[254]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[595] -- Handsize[254] -- Decksize[297]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[596] -- Handsize[200] -- Decksize[339]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[597] -- Handsize[145] -- Decksize[382]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[598] -- Handsize[91] -- Decksize[424]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[599] -- Handsize[37] -- Decksize[467]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[600] -- Handsize[483] -- Decksize[9]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[601] -- Handsize[429] -- Decksize[52]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[602] -- Handsize[374] -- Decksize[94]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[603] -- Handsize[320] -- Decksize[137]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[604] -- Handsize[266] -- Decksize[179]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[605] -- Handsize[212] -- Decksize[222]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[606] -- Handsize[158] -- Decksize[264]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[607] -- Handsize[104] -- Decksize[307]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[608] -- Handsize[49] -- Decksize[349]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[609] -- Handsize[495] -- Decksize[392]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[610] -- Handsize[441] -- Decksize[434]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[611] -- Handsize[387] -- Decksize[477]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[612] -- Handsize[333] -- Decksize[19]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[613] -- Handsize[278] -- Decksize[62]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[614] -- Handsize[224] -- Decksize[104]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[615] -- Handsize[170] -- Decksize[147]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[616] -- Handsize[116] -- Decksize[189]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[617] -- Handsize[62] -- Decksize[232]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[618] -- Handsize[7] -- Decksize[275]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[619] -- Handsize[453] -- Decksize[317]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[620] -- Handsize[399] -- Decksize[360]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[621] -- Handsize[345] -- Decksize[402]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[622] -- Handsize[291] -- Decksize[445]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[623] -- Handsize[236] -- Decksize[487]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[624] -- Handsize[182] -- Decksize[30]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[625] -- Handsize[128] -- Decksize[72]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[626] -- Handsize[74] -- Decksize[115]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[627] -- Handsize[20] -- Decksize[157]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[628] -- Handsize[465] -- Decksize[200]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[629] -- Handsize[411] -- Decksize[242]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[630] -- Handsize[357] -- Decksize[285]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[631] -- Handsize[303] -- Decksize[327]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[632] -- Handsize[249] -- Decksize[370]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[633] -- Handsize[194] -- Decksize[412]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[634] -- Handsize[140] -- Decksize[455]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[635] -- Handsize[86] -- Decksize[497]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[636] -- Handsize[32] -- Decksize[40]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[637] -- Handsize[478] -- Decksize[82]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[638] -- Handsize[423] -- Decksize[125]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[639] -- Handsize[369] -- Decksize[167]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[640] -- Handsize[315] -- Decksize[210]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[641] -- Handsize[261] -- Decksize[252]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[642] -- Handsize[207] -- Decksize[295]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[643] -- Handsize[153] -- Decksize[337]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[644] -- Handsize[98] -- Decksize[380]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[645] -- Handsize[44] -- Decksize[422]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[646] -- Handsize[490] -- Decksize[465]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[647] -- Handsize[436] -- Decksize[7]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[648] -- Handsize[382] -- Decksize[50]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[649] -- Handsize[327] -- Decksize[93]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[650] -- Handsize[273] -- Decksize[135]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[651] -- Handsize[219] -- Decksize[178]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[652] -- Handsize[165] -- Decksize[220]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[653] -- Handsize[111] -- Decksize[263]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[654] -- Handsize[56] -- Decksize[305]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[655] -- Handsize[2] -- Decksize[348]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[656] -- Handsize[448] -- Decksize[390]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[657] -- Handsize[394] -- Decksize[433]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[658] -- Handsize[340] -- Decksize[475]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[659] -- Handsize[285] -- Decksize[18]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[660] -- Handsize[231] -- Decksize[60]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[661] -- Handsize[177] -- Decksize[103]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[662] -- Handsize[123] -- Decksize[145]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[663] -- Handsize[69] -- Decksize[188]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[664] -- Handsize[14] -- Decksize[230]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[665] -- Handsize[460] -- Decksize[273]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[666] -- Handsize[406] -- Decksize[315]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[667] -- Handsize[352] -- Decksize[358]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[668] -- Handsize[298] -- Decksize[400]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[669] -- Handsize[243] -- Decksize[443]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[670] -- Handsize[189] -- Decksize[485]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[671] -- Handsize[135] -- Decksize[28]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[672] -- Handsize[81] -- Decksize[70]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[673] -- Handsize[27] -- Decksize[113]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[674] -- Handsize[473] -- Decksize[155]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[675] -- Handsize[418] -- Decksize[198]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[676] -- Handsize[364] -- Decksize[240]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[677] -- Handsize[310] -- Decksize[283]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[678] -- Handsize[256] -- Decksize[326]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[679] -- Handsize[202] -- Decksize[368]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[680] -- Handsize[147] -- Decksize[411]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[681] -- Handsize[93] -- Decksize[453]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[682] -- Handsize[39] -- Decksize[496]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[683] -- Handsize[485] -- Decksize[38]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[684] -- Handsize[431] -- Decksize[81]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[685] -- Handsize[376] -- Decksize[123]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[686] -- Handsize[322] -- Decksize[166]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[687] -- Handsize[268] -- Decksize[208]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[688] -- Handsize[214] -- Decksize[251]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[689] -- Handsize[160] -- Decksize[293]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[690] -- Handsize[105] -- Decksize[336]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[691] -- Handsize[51] -- Decksize[378]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[692] -- Handsize[497] -- Decksize[421]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[693] -- Handsize[443] -- Decksize[463]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[694] -- Handsize[389] -- Decksize[6]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[695] -- Handsize[334] -- Decksize[48]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[696] -- Handsize[280] -- Decksize[91]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[697] -- Handsize[226] -- Decksize[133]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[698] -- Handsize[172] -- Decksize[176]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[699] -- Handsize[118] -- Decksize[218]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[700] -- Handsize[63] -- Decksize[261]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[701] -- Handsize[9] -- Decksize[303]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[702] -- Handsize[455] -- Decksize[346]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[703] -- Handsize[401] -- Decksize[388]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[704] -- Handsize[347] -- Decksize[431]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[705] -- Handsize[292] -- Decksize[473]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[706] -- Handsize[238] -- Decksize[16]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[707] -- Handsize[184] -- Decksize[58]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[708] -- Handsize[130] -- Decksize[101]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[709] -- Handsize[76] -- Decksize[144]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[710] -- Handsize[22] -- Decksize[186]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[711] -- Handsize[467] -- Decksize[229]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[712] -- Handsize[413] -- Decksize[271]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[713] -- Handsize[359] -- Decksize[314]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[714] -- Handsize[305] -- Decksize[356]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[715] -- Handsize[251] -- Decksize[399]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[716] -- Handsize[196] -- Decksize[441]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[717] -- Handsize[142] -- Decksize[484]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[718] -- Handsize[88] -- Decksize[26]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[719] -- Handsize[34] -- Decksize[69]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[720] -- Handsize[480] -- Decksize[111]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[721] -- Handsize[425] -- Decksize[154]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[722] -- Handsize[371] -- Decksize[196]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[723] -- Handsize[317] -- Decksize[239]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[724] -- Handsize[263] -- Decksize[281]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[725] -- Handsize[209] -- Decksize[324]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[726] -- Handsize[154] -- Decksize[366]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[727] -- Handsize[100] -- Decksize[409]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[728] -- Handsize[46] -- Decksize[451]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[729] -- Handsize[492] -- Decksize[494]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[730] -- Handsize[438] -- Decksize[36]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[731] -- Handsize[383] -- Decksize[79]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[732] -- Handsize[329] -- Decksize[121]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[733] -- Handsize[275] -- Decksize[164]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[734] -- Handsize[221] -- Decksize[206]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[735] -- Handsize[167] -- Decksize[249]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[736] -- Handsize[112] -- Decksize[291]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[737] -- Handsize[58] -- Decksize[334]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[738] -- Handsize[4] -- Decksize[376]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[739] -- Handsize[450] -- Decksize[419]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[740] -- Handsize[396] -- Decksize[462]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[741] -- Handsize[341] -- Decksize[4]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[742] -- Handsize[287] -- Decksize[47]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[743] -- Handsize[233] -- Decksize[89]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[744] -- Handsize[179] -- Decksize[132]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[745] -- Handsize[125] -- Decksize[174]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[746] -- Handsize[71] -- Decksize[217]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[747] -- Handsize[16] -- Decksize[259]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[748] -- Handsize[462] -- Decksize[302]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[749] -- Handsize[408] -- Decksize[344]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[750] -- Handsize[354] -- Decksize[387]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[751] -- Handsize[300] -- Decksize[429]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[752] -- Handsize[245] -- Decksize[472]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[753] -- Handsize[191] -- Decksize[14]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[754] -- Handsize[137] -- Decksize[57]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[755] -- Handsize[83] -- Decksize[99]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[756] -- Handsize[29] -- Decksize[142]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[757] -- Handsize[474] -- Decksize[184]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[758] -- Handsize[420] -- Decksize[227]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[759] -- Handsize[366] -- Decksize[269]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[760] -- Handsize[312] -- Decksize[312]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[761] -- Handsize[258] -- Decksize[354]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[762] -- Handsize[203] -- Decksize[397]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[763] -- Handsize[149] -- Decksize[439]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[764] -- Handsize[95] -- Decksize[482]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[765] -- Handsize[41] -- Decksize[24]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[766] -- Handsize[487] -- Decksize[67]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[767] -- Handsize[432] -- Decksize[109]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[768] -- Handsize[378] -- Decksize[152]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[769] -- Handsize[324] -- Decksize[194]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[770] -- Handsize[270] -- Decksize[237]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[771] -- Handsize[216] -- Decksize[280]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[772] -- Handsize[161] -- Decksize[322]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[773] -- Handsize[107] -- Decksize[365]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[774] -- Handsize[53] -- Decksize[407]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[775] -- Handsize[499] -- Decksize[450]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[776] -- Handsize[445] -- Decksize[492]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[777] -- Handsize[390] -- Decksize[35]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[778] -- Handsize[336] -- Decksize[77]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[779] -- Handsize[282] -- Decksize[120]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[780] -- Handsize[228] -- Decksize[162]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[781] -- Handsize[174] -- Decksize[205]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[782] -- Handsize[120] -- Decksize[247]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[783] -- Handsize[65] -- Decksize[290]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[784] -- Handsize[11] -- Decksize[332]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[785] -- Handsize[457] -- Decksize[375]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[786] -- Handsize[403] -- Decksize[417]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[787] -- Handsize[349] -- Decksize[460]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[788] -- Handsize[294] -- Decksize[2]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[789] -- Handsize[240] -- Decksize[45]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[790] -- Handsize[186] -- Decksize[87]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[791] -- Handsize[132] -- Decksize[130]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[792] -- Handsize[78] -- Decksize[172]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[793] -- Handsize[23] -- Decksize[215]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[794] -- Handsize[469] -- Decksize[257]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[795] -- Handsize[415] -- Decksize[300]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[796] -- Handsize[361] -- Decksize[342]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[797] -- Handsize[307] -- Decksize[385]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[798] -- Handsize[252] -- Decksize[427]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[799] -- Handsize[198] -- Decksize[470]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[800] -- Handsize[144] -- Decksize[12]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[801] -- Handsize[90] -- Decksize[55]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[802] -- Handsize[36] -- Decksize[98]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[803] -- Handsize[481] -- Decksize[140]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[804] -- Handsize[427] -- Decksize[183]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[805] -- Handsize[373] -- Decksize[225]
#TESTS PASSED: 1, TESTS FAILED: 2
-- Seed[806] -- Handsize[319] -- Decksize[268]
